best_model: {'reg': SVR(C=6.0, gamma=0.1)}
train_score: 0.55 (0.01)
test_score: 0.69 (0.03)
fit_time: 0.15 (0.06)
mean_train_score,std_train_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,reg__C,reg__gamma
-0.7631568379173372,0.013313738821083804,-0.792767618625852,0.061334754009565194,0.058397769927978516,0.00403017870773539,2.0,0.02
-0.6898274973251626,0.01134389544576239,-0.7373300217277095,0.05259092666175912,0.0709233283996582,0.0069361139945624236,2.0,0.04
-0.6511599784170735,0.010178774962559615,-0.7154884196911129,0.04370727631592181,0.11873211860656738,0.0341268312187905,2.0,0.06
-0.6250126156074689,0.009089680573340312,-0.7049902727951374,0.03864061601530403,0.15031123161315918,0.014134538166632715,2.0,0.08
-0.6037275853260072,0.0085670758935201,-0.6983515381076324,0.034090798322823426,0.1250004291534424,0.010901861065244487,2.0,0.1
-0.586249637785972,0.007442565754192727,-0.6952080974058519,0.029758878731509272,0.10074124336242676,0.04372510744261111,2.0,0.12000000000000001
-0.5709924766446713,0.007087907348933434,-0.6942440132452636,0.028383675520760883,0.15886621475219725,0.013678249413526135,2.0,0.13999999999999999
-0.5563560020215655,0.006887078523982572,-0.6958840930993355,0.027774978153647573,0.15852084159851074,0.014724632077085643,2.0,0.16
-0.5422418382844372,0.006263001629846809,-0.6988675453286668,0.026232957629559676,0.16029272079467774,0.0125190957140933,2.0,0.18
-0.5285484481810769,0.006116753254487223,-0.7024209269754326,0.025993389979561923,0.17859668731689454,0.013019605844378643,2.0,0.19999999999999998
-0.5160690491782072,0.005873150862725916,-0.7051064790382056,0.025980291912586603,0.16068606376647948,0.018688633716891966,2.0,0.22
-0.503447606624521,0.006178455565635604,-0.7085058233543722,0.025678966845020686,0.09426379203796387,0.04170177620615917,2.0,0.24
-0.4911621778447338,0.00658741143556314,-0.7112390265585359,0.025283425124734006,0.1574707508087158,0.039895817260228575,2.0,0.26
-0.4793517225787,0.006955682439580667,-0.7132183208872285,0.025032624595239812,0.16238341331481934,0.012595557911250128,2.0,0.28
-0.46800003709837446,0.007247760602176815,-0.7153502307481643,0.024442820887402645,0.16925468444824218,0.02974552121781129,2.0,0.30000000000000004
-0.45727794035132885,0.007566875574739625,-0.7176612729028122,0.024322658982269017,0.17903642654418944,0.008213854654746663,2.0,0.32
-0.44714498907751354,0.007771413305479841,-0.7203827971206784,0.024935722722165054,0.1855140209197998,0.016366391535125806,2.0,0.34
-0.43741229621599687,0.007942504212098946,-0.7235424802209623,0.02531927606715397,0.15111804008483887,0.04776219867581071,2.0,0.36000000000000004
-0.4279949839812597,0.008141466560725582,-0.7265463509025449,0.02574616547179086,0.15564637184143065,0.043211692511463715,2.0,0.38
-0.4191225406463611,0.008146345526974815,-0.7298697323701466,0.02594356310967066,0.18116769790649415,0.024575871012312112,2.0,0.4
-0.4104270505417177,0.008059790381952758,-0.7339203573573322,0.025790452691086298,0.180153751373291,0.024480470405106983,2.0,0.42000000000000004
-0.40207573913245953,0.007852742294805011,-0.7383003528306679,0.025787943788546333,0.1749178409576416,0.012278588030692136,2.0,0.44
-0.3939388890106515,0.007664597159651415,-0.7428650909258727,0.025491215010405736,0.18983616828918456,0.016975935512794936,2.0,0.46
-0.38624873469006027,0.007549419177013857,-0.7474755308172161,0.02479641583061808,0.1705031394958496,0.04557486658755115,2.0,0.48000000000000004
-0.37890068704394525,0.007576353788775958,-0.7520043615844468,0.024341836036218596,0.14939279556274415,0.04008846371490083,2.0,0.5
-0.7342583836018481,0.012633544682565123,-0.7709198158670072,0.05748348926399211,0.1501162052154541,0.014202898038123789,4.0,0.02
-0.6658186290224735,0.01136511399401048,-0.7275680332178395,0.04617313818904564,0.16101088523864746,0.019076020737351984,4.0,0.04
-0.624993305717709,0.009266267839457868,-0.7101397683753378,0.04103678356134464,0.14495511054992677,0.0121959298692818,4.0,0.06
-0.595110912466824,0.008127984022993423,-0.6995392131520881,0.03386780463230762,0.16167087554931642,0.0045617820571301065,4.0,0.08
-0.5705464982815547,0.007439142547073852,-0.692158493633849,0.03003229081725497,0.17713699340820313,0.012888602565216624,4.0,0.1
-0.5488893926527988,0.0068075848029085385,-0.6905663391820454,0.02975510808011943,0.11008009910583497,0.03448239839228278,4.0,0.12000000000000001
-0.528029518380506,0.006414624580876363,-0.6930631527736274,0.026817144547541916,0.18627076148986815,0.016016355025974663,4.0,0.13999999999999999
-0.5083725218197161,0.0064473337472279475,-0.6962193252446628,0.024398761204153088,0.2034236431121826,0.01416237950823588,4.0,0.16
-0.48953117414576636,0.00699069938202059,-0.699284626675877,0.02454176395612077,0.193961763381958,0.014104653205972666,4.0,0.18
-0.47101145686133206,0.007199282117035282,-0.7011901613641854,0.024998626929744597,0.19529109001159667,0.01419000716447614,4.0,0.19999999999999998
-0.4534222159281337,0.007390116668561916,-0.7031742732871782,0.024938418257625692,0.19720802307128907,0.010717389462871771,4.0,0.22
-0.4367905665142322,0.007246518177911055,-0.7052855779400375,0.025332568396047524,0.12813158035278321,0.04918176159990018,4.0,0.24
-0.42103474623443454,0.0073152849317570465,-0.7078112767390794,0.026114483698463243,0.2257004737854004,0.016015340281936317,4.0,0.26
-0.4059517241486323,0.00791687672195078,-0.710212518263823,0.026438097115076588,0.20383143424987793,0.012553186393227828,4.0,0.28
-0.3913114065366156,0.008377442364038581,-0.7127019666979875,0.026411743635516374,0.21260204315185546,0.007866289771023046,4.0,0.30000000000000004
-0.37740335699575284,0.008853343723539655,-0.715554487050376,0.025744852497546548,0.21181488037109375,0.006979231399811315,4.0,0.32
-0.36425663428209293,0.009068193547028498,-0.7179640950089803,0.025232367919563698,0.22733216285705565,0.02029303402587298,4.0,0.34
-0.35164141918868896,0.008930977843519901,-0.7205421265013082,0.02495113533513601,0.20110864639282228,0.04696259050180119,4.0,0.36000000000000004
-0.3395333428403569,0.008832970202951273,-0.7237779307881766,0.024451980834664787,0.23595213890075684,0.02187028821156121,4.0,0.38
-0.32776655283528194,0.008680036070655069,-0.7274240456283688,0.024583050654397406,0.22715115547180176,0.02934339638750549,4.0,0.4
-0.3167708058213299,0.00846459046790925,-0.7314325296019298,0.02490268300077579,0.23829131126403807,0.023916640939038707,4.0,0.42000000000000004
-0.30629961966618646,0.008325220674567108,-0.7356300782168396,0.025379402080381894,0.2568504333496094,0.017083359056662348,4.0,0.44
-0.2960818061094045,0.008129482604551722,-0.7402119994798788,0.025796339369531466,0.2443230628967285,0.012899043378159494,4.0,0.46
-0.2864719179191376,0.00811437375171834,-0.7452275544646161,0.025868101668410807,0.20232753753662108,0.06711252940342552,4.0,0.48000000000000004
-0.277349802323804,0.008343579315634246,-0.7501887655730951,0.026208116919452944,0.23086323738098144,0.025464910802351696,4.0,0.5
-0.720405254178527,0.012386159958976288,-0.7628592664264288,0.055457121908744814,0.15192594528198242,0.017253205929916835,6.0,0.02
-0.6519684305975246,0.01087993748954568,-0.7242941790162166,0.04428573763595808,0.1640693187713623,0.013798346542433589,6.0,0.04
-0.6083940593702201,0.008497985908483467,-0.7076614849855145,0.03800685052513046,0.17828011512756348,0.021214646589385718,6.0,0.06
-0.5766746696120196,0.008395788049448745,-0.6956703420998431,0.03315139141724373,0.1560818672180176,0.05174413772943061,6.0,0.08
-0.5496647465794711,0.007173445655014487,-0.6903106322225303,0.030969188189861566,0.15106654167175293,0.05901431993180522,6.0,0.1
-0.5244476076824973,0.006808872339880303,-0.6927029205932073,0.025823916891934022,0.17706651687622071,0.014236120636586564,6.0,0.12000000000000001
-0.5011330113672738,0.0069205013139253015,-0.6974294226887342,0.023465132024270113,0.21336283683776855,0.021541103832533236,6.0,0.13999999999999999
-0.4785649079321086,0.007251311708282073,-0.6992465787735431,0.024494739019856146,0.1621448040008545,0.05642090178139527,6.0,0.16
-0.4569741945965496,0.007091649934408234,-0.7016143776345469,0.02581149818236742,0.13602094650268554,0.0338027011508473,6.0,0.18
-0.4370437296706765,0.007265428488724812,-0.7035204554321034,0.025501170108752073,0.22037200927734374,0.054067506486137534,6.0,0.19999999999999998
-0.41801122898219845,0.007448961225332977,-0.7060439107886733,0.025290589662636365,0.20264606475830077,0.05233234761983721,6.0,0.22
-0.3999874197618626,0.008235710826628854,-0.7080724543386027,0.025895917326017343,0.2305760383605957,0.05181201492266576,6.0,0.24
-0.38300450692010524,0.008474518641872828,-0.7101760142318609,0.02621540152095322,0.23800764083862305,0.022942443320613508,6.0,0.26
-0.36661645064698667,0.008751502175353176,-0.713289338613433,0.025804625998046154,0.2615549087524414,0.021267411128033424,6.0,0.28
-0.35107015350713283,0.009141832757632086,-0.7167852888363726,0.02558621310424118,0.26303873062133787,0.020404726527192787,6.0,0.30000000000000004
-0.33622693495521194,0.008896903890734786,-0.7198138873518225,0.02550888737795231,0.24730324745178223,0.038796985174054846,6.0,0.32
-0.3221626052648865,0.0087893110886846,-0.723141203952875,0.026054991610815408,0.1884457588195801,0.06082651880702202,6.0,0.34
-0.3087914304111535,0.008749648091665166,-0.7262724825545201,0.02719156729944058,0.2675008773803711,0.01675240318112023,6.0,0.36000000000000004
-0.296480544338939,0.008414053754314251,-0.7300977084178976,0.028099408469568408,0.28060159683227537,0.042647774813092565,6.0,0.38
-0.2848755603770484,0.008295053128024182,-0.7343848352824722,0.02856129413060841,0.28391127586364745,0.008580181591733283,6.0,0.4
-0.27392100738865294,0.008215405018204117,-0.7399408443145679,0.028866456053933315,0.28784947395324706,0.02774941565695151,6.0,0.42000000000000004
-0.2638337229396449,0.008282651620952137,-0.7457915151070053,0.029333045714824785,0.23328065872192383,0.07128977401621159,6.0,0.44
-0.25417116882130186,0.00806193700678297,-0.7512857165469284,0.030316316438534774,0.2554609298706055,0.06844101453034208,6.0,0.46
-0.24505551481172444,0.00772153789191343,-0.756500964374807,0.030946636903138345,0.25443038940429685,0.03236333618415033,6.0,0.48000000000000004
-0.23630415787443265,0.007465109367276481,-0.7617593653961842,0.03140004017687484,0.2639514446258545,0.042550392554938775,6.0,0.5
-0.7119950414463889,0.012183471410590757,-0.7595773864329408,0.053800727618463794,0.14921841621398926,0.026534558796511124,8.0,0.02
-0.641432187993699,0.010520131428127613,-0.7225542557712938,0.04343715282520877,0.1617884159088135,0.013983137650947683,8.0,0.04
-0.5969253235632911,0.008624902829639496,-0.7058397065264999,0.03696249887122549,0.1620236873626709,0.04633133729720826,8.0,0.06
-0.563209076108085,0.007689595402190963,-0.6937187038614245,0.03287599450989717,0.17170438766479493,0.058307037571155,8.0,0.08
-0.533921852147958,0.007297107992824222,-0.6906798628683241,0.02938081400780189,0.23084402084350586,0.013437355233633763,8.0,0.1
-0.5070352078106931,0.00693486649002057,-0.6968026177936644,0.02323877061205726,0.23851337432861328,0.02993228649942874,8.0,0.12000000000000001
-0.48149618953160955,0.0074198630232001975,-0.6994892384010181,0.023811537101569743,0.23386001586914062,0.027009583422221203,8.0,0.13999999999999999
-0.45720329407724625,0.007332109654700111,-0.7025276335465815,0.02482208216588915,0.2235177993774414,0.014257667226652945,8.0,0.16
-0.43506813363403757,0.007082784160946433,-0.7042228870350549,0.025123934382430352,0.18438754081726075,0.06465250858426473,8.0,0.18
-0.4139332172293293,0.007490656174016371,-0.7063892279653132,0.024437566143414805,0.2396298885345459,0.02856025430302993,8.0,0.19999999999999998
-0.3937542503390594,0.008369888636311726,-0.7084126613746199,0.02563069710045693,0.29811506271362304,0.0188961577841835,8.0,0.22
-0.37507210593264706,0.008624375995639014,-0.7101697123589679,0.02640514240171851,0.26558656692504884,0.020191067130464372,8.0,0.24
-0.3571382515612961,0.009109155137029106,-0.714071768842617,0.026838499073781167,0.2819364547729492,0.03580771893743828,8.0,0.26
-0.340165923962735,0.009047624172789141,-0.7172114826596415,0.026769079255992232,0.27614169120788573,0.024135508462638514,8.0,0.28
-0.3239119285947477,0.008645094557884361,-0.7210940362053333,0.027432526435753495,0.19469823837280273,0.057164946075826416,8.0,0.30000000000000004
-0.3087144669312159,0.008786289105806705,-0.7246063145108229,0.028799288319353595,0.2604189872741699,0.028687822529600972,8.0,0.32
-0.2945672340870208,0.008470952733658582,-0.7283644731109201,0.0301927393241607,0.2780306816101074,0.024423225417659383,8.0,0.34
-0.28150619789332054,0.008233815227457229,-0.7330516039896545,0.030998064721565598,0.3179631233215332,0.013366110180390025,8.0,0.36000000000000004
-0.26949491787735813,0.008063114610088323,-0.7394474616653799,0.031841915144962,0.3107933521270752,0.016640326741912032,8.0,0.38
-0.2583817615432186,0.007761628285862147,-0.7459669312536754,0.03256691849038747,0.20559988021850586,0.07814270178251677,8.0,0.4
-0.24789465952080114,0.007613245428964722,-0.7515244976712431,0.033480832297305904,0.30551915168762206,0.0630432582905329,8.0,0.42000000000000004
-0.237932682183692,0.0076296947984033905,-0.7570291152661726,0.03408304509654289,0.354111909866333,0.009165409957430752,8.0,0.44
-0.2283140139375778,0.0074366699205125515,-0.7629681291137286,0.03461157935728092,0.3223100185394287,0.01881651224584898,8.0,0.46
-0.21903465688852827,0.007210734577572876,-0.7691962509704079,0.03534447850656435,0.316190242767334,0.020857491818798278,8.0,0.48000000000000004
-0.21052216089010986,0.007056304608893309,-0.7751129827033768,0.035949876877413627,0.268453311920166,0.02514566485221287,8.0,0.5
-0.7057468798917073,0.012380284139986401,-0.757185242641888,0.05230404099486271,0.15106496810913086,0.03344196242671095,10.0,0.02
-0.6327082792976821,0.009770580302376748,-0.72084678590211,0.04278076607881671,0.16156368255615233,0.02407944450612441,10.0,0.04
-0.5876878338358698,0.008957873514131865,-0.7030005265174423,0.03548883753173856,0.19966225624084472,0.027490887179710016,10.0,0.06
-0.5525881511690092,0.00757387356630474,-0.6933225178316272,0.03259918960397107,0.22771697044372557,0.01606312784062968,10.0,0.08
-0.5214567226635459,0.007191121170120858,-0.6937879658151901,0.02581854355972911,0.2365800380706787,0.013507401474437174,10.0,0.1
-0.4930661010319999,0.0076656544605496115,-0.6993172276667258,0.022923575327322785,0.1978982925415039,0.06805827318580414,10.0,0.12000000000000001
-0.4659934024350947,0.007607970447445572,-0.7026609641397217,0.024143466979135223,0.2374577045440674,0.03622439108493034,10.0,0.13999999999999999
-0.44137051406723976,0.007072279971078708,-0.7041465505693796,0.025153084517556983,0.28347578048706057,0.024729511546914898,10.0,0.16
-0.41797055056236515,0.007212846349765286,-0.7062903447885731,0.0245018434148513,0.27275500297546384,0.02931284393078512,10.0,0.18
-0.39580861641600773,0.008031975439451194,-0.7082852534299976,0.025569474559664098,0.29926328659057616,0.04299198732772724,10.0,0.19999999999999998
-0.3753374323306682,0.00839776728738861,-0.7104121724836863,0.026410335631396456,0.27791786193847656,0.027908188850169238,10.0,0.22
-0.3559004545489758,0.009261141973383227,-0.7143876151465804,0.0276995396811406,0.27968778610229494,0.05853853776565012,10.0,0.24
-0.3372667312902481,0.00882410029366334,-0.7171785794814793,0.027922705798393194,0.329420804977417,0.05284630835057499,10.0,0.26
-0.3196530835286303,0.008523548891796531,-0.7216185889744609,0.02897057975955302,0.29092631340026853,0.04306206031148443,10.0,0.28
-0.3033743878850813,0.008752031121180254,-0.7259042468465533,0.03041207386628988,0.33388867378234866,0.010521525661372964,10.0,0.30000000000000004
-0.2885416362356787,0.008370349828013181,-0.7300250163928643,0.031581385872252704,0.3377476692199707,0.04812896543022909,10.0,0.32
-0.2747436542917347,0.008127970376827597,-0.7359634411708544,0.0329856827072571,0.30391359329223633,0.07573406013391142,10.0,0.34
-0.26212289961442203,0.007899188182770567,-0.7429171945832383,0.034514629135992264,0.3677705764770508,0.03746623562644705,10.0,0.36000000000000004
-0.2502423288551051,0.00768317558264756,-0.7497109788373895,0.03553120599162323,0.34989705085754397,0.027391388659552738,10.0,0.38
-0.23899540495277072,0.007670207721236474,-0.7554520274627452,0.03603755142232371,0.368906831741333,0.02864837151773717,10.0,0.4
-0.22840827228256355,0.007515355116861332,-0.7623517225530456,0.036422330912309134,0.327224588394165,0.042667850486239445,10.0,0.42000000000000004
-0.21838261873986592,0.007205119054649455,-0.7690775033250737,0.03680850105155834,0.26306686401367185,0.055603047867315084,10.0,0.44
-0.20911549417694614,0.006735136233141916,-0.7754287905121535,0.03772887786793797,0.3284783363342285,0.012860371820530934,10.0,0.46
-0.20063767090039972,0.006411236479343396,-0.7818096987452802,0.03868001884662453,0.32555184364318845,0.024557644973303046,10.0,0.48000000000000004
-0.19277944242973138,0.0062693174257964475,-0.7879299909769836,0.039308922231239905,0.3278499126434326,0.03132192980447636,10.0,0.5
-0.6999891859769763,0.012026322382711709,-0.7562923148931869,0.05164550575168266,0.16715784072875978,0.019429523691014857,12.0,0.02
-0.6257414681443217,0.009405081238651886,-0.7200590169549436,0.041804567672721255,0.16540975570678712,0.022222454255775886,12.0,0.04
-0.5793752377760508,0.00879091092211503,-0.7010852064489018,0.03521236567330358,0.1517091751098633,0.05451186878134384,12.0,0.06
-0.5434417675783209,0.007539018262549421,-0.6936047481669595,0.03110161219998771,0.24573283195495604,0.01329951848641752,12.0,0.08
-0.5111766858512653,0.007447245728823334,-0.6964188080596606,0.024227142012688545,0.23376498222351075,0.02242549148259514,12.0,0.1
-0.4810521956414435,0.00795295358300276,-0.7009550827436822,0.0235759649829482,0.2635631561279297,0.025433042396408485,12.0,0.12000000000000001
-0.4536962863300313,0.007273104521554053,-0.704720614575586,0.024504886155570067,0.29821219444274905,0.013017902849258198,12.0,0.13999999999999999
-0.4279520823623474,0.006815395665619136,-0.7056372452927581,0.024107846057369875,0.22558989524841308,0.08318210181948123,12.0,0.16
-0.40370997048703205,0.00762431604092647,-0.7079320799157671,0.024651635902470805,0.320752477645874,0.04645053397185751,12.0,0.18
-0.3813703658189527,0.008213550484414724,-0.7102434181029682,0.026483400148576343,0.33847775459289553,0.022990656570320043,12.0,0.19999999999999998
-0.36011633607880233,0.009117500927734262,-0.7141057457649976,0.028160126395392386,0.363709831237793,0.024647896099847397,12.0,0.22
-0.34019071481636576,0.008948673423694046,-0.7172111698984043,0.029003382961985888,0.2009878158569336,0.03853530407550176,12.0,0.24
-0.3211858569087268,0.008489783584555023,-0.7216460319669393,0.02987111994673828,0.32466468811035154,0.037420242826607844,12.0,0.26
-0.30340894105316596,0.00865402471339909,-0.7263012786795909,0.031272569300692096,0.2432985782623291,0.04424153311483469,12.0,0.28
-0.28763077917941765,0.008180145319525484,-0.7310696886612792,0.03251115807565994,0.26370720863342284,0.029310026243232007,12.0,0.30000000000000004
-0.27298729875997974,0.008075568493551013,-0.7375557026363752,0.03438256161032547,0.3022355079650879,0.06662502146527705,12.0,0.32
-0.2592830175239581,0.007888283149178452,-0.7454167131801736,0.036095738542446604,0.3253044605255127,0.10471671102985096,12.0,0.34
-0.2465852657948644,0.007862479412771588,-0.752547133699628,0.037060012096843745,0.12263875007629395,0.009121200955138018,12.0,0.36000000000000004
-0.23472130516408257,0.0078036324531525324,-0.7591518789088493,0.037172876359075915,0.12013049125671386,0.006131302987102317,12.0,0.38
-0.22364471168386119,0.0076206079102912605,-0.766607657430941,0.037260796861948366,0.11746072769165039,0.01323539090963547,12.0,0.4
-0.21341739492832573,0.007220211473201492,-0.7734038009588209,0.037936706667921746,0.12140655517578125,0.014309013344874163,12.0,0.42000000000000004
-0.2039845976476792,0.006680730970199566,-0.7801560390314506,0.03937357963298714,0.12040581703186035,0.009842338639235716,12.0,0.44
-0.19509581045902508,0.006223612993880834,-0.7869371592577067,0.04098292794374703,0.1263681411743164,0.007367617221842182,12.0,0.46
-0.18702083198305333,0.005778432806230783,-0.7929894554828986,0.04241803115797254,0.1204439640045166,0.007965635594518305,12.0,0.48000000000000004
-0.17929503035169514,0.0052733831617118075,-0.7987925227180277,0.04301697839490082,0.12788238525390624,0.02428767380404465,12.0,0.5
-0.6953736030381599,0.011577131700566465,-0.7547745648868304,0.05082879478837095,0.05454859733581543,0.004711685407608956,14.0,0.02
-0.6201028732665691,0.009079374384106035,-0.7192190579699637,0.04058608720221107,0.059297943115234376,0.003625066816667705,14.0,0.04
-0.5724620468141384,0.008649534596605666,-0.7001518288299993,0.033754952273621214,0.0745814323425293,0.007300691040974032,14.0,0.06
-0.5356953265106155,0.007631187415305133,-0.6940278257753622,0.029322226619695368,0.07472686767578125,0.00550581117625699,14.0,0.08
-0.5024782731080827,0.007846279895467587,-0.6986947140676839,0.022912313883019626,0.08075261116027832,0.010926440461272554,14.0,0.1
